CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
794,0,54,1,75900.84,1,1,1,192154.66
553,1,41,1,0.0,2,1,0,90607.31
667,0,34,5,0.0,2,1,0,163830.64
730,0,36,8,148749.29,2,1,0,91830.75
534,1,41,9,0.0,2,1,0,13871.34
604,1,30,5,0.0,2,1,0,75786.55
580,1,29,9,61710.44,2,1,0,128077.8
754,1,39,3,74896.33,1,0,0,34430.16
660,0,39,5,135134.99,1,1,0,173683.0
608,0,34,4,88772.87,1,1,1,168822.01
735,0,43,9,98807.45,1,0,0,184570.04
753,0,39,7,155062.8,1,1,1,16460.77
739,1,40,4,0.0,2,0,0,173321.65
640,0,66,9,116037.76,1,0,1,184636.05
663,1,28,4,0.0,2,1,1,123969.64
701,1,36,7,95448.32,2,1,0,189085.07
726,1,36,2,0.0,1,1,0,195192.4
456,0,33,1,188285.68,1,0,0,58363.94
610,0,25,2,0.0,2,1,0,123723.83
793,1,54,2,128966.13,1,0,0,18633.4
568,1,30,8,73054.37,2,1,1,27012.0
635,1,43,5,78992.75,2,0,0,153265.31
534,1,52,1,0.0,3,1,1,104035.41
621,0,43,5,0.0,1,1,1,47578.45
830,0,40,8,77701.64,1,0,1,19512.38
759,1,26,4,0.0,2,1,0,135394.62
753,1,33,5,122568.05,2,1,1,82820.85
741,0,21,9,0.0,2,0,1,139259.54
705,0,43,7,79974.55,1,1,1,103108.33
660,0,29,6,180520.29,1,1,1,123850.58
660,1,63,8,137841.53,1,1,1,42790.29
573,1,31,0,134644.19,1,1,1,70381.49
553,1,41,9,110112.54,2,0,0,81898.81
618,1,30,3,133844.22,1,1,1,31406.93
599,0,41,2,91328.71,1,1,0,115724.78
558,1,31,7,0.0,1,1,0,198269.08
689,0,58,5,0.0,2,0,1,49848.86
583,1,48,3,91246.53,1,1,0,60017.46
737,1,43,0,80090.93,1,1,0,39920.0
683,1,30,8,110829.52,2,0,0,24938.84
535,0,45,2,0.0,2,0,1,170621.55
711,1,43,2,39043.29,2,1,1,175423.69
592,0,34,6,102143.93,2,1,1,102628.98
748,1,39,3,0.0,2,1,1,123998.52
837,1,49,8,103302.37,1,1,1,50974.57
547,0,29,6,104450.86,1,1,1,37160.28
616,1,23,8,73112.95,1,1,1,62733.05
694,1,39,5,77652.4,1,1,1,25407.59
693,1,47,8,107604.66,1,1,1,80149.27
677,0,49,3,0.0,2,1,1,187811.71
608,0,30,2,91057.37,2,1,0,132973.17
514,1,38,4,112230.38,1,1,0,16717.11
679,1,42,1,0.0,2,0,0,71823.15
691,1,26,9,136623.19,1,1,0,153228.0
773,1,63,9,111179.83,1,1,1,93091.02
764,1,41,7,0.0,2,0,0,134878.34
698,1,55,8,155059.1,2,1,1,144584.29
732,0,43,6,0.0,2,1,0,65731.53
546,0,42,9,86351.85,2,1,0,57380.13
620,0,43,2,0.0,2,1,0,20670.1
692,0,28,8,95059.02,2,1,0,44420.18
536,0,35,8,0.0,1,1,0,171840.24
544,1,38,8,0.0,1,1,1,98208.62
726,0,38,4,0.0,2,0,0,6787.48
500,1,30,2,125495.64,2,1,1,68807.47
631,1,26,1,149144.61,1,0,1,123697.95
632,1,30,2,72549.0,2,0,1,182728.8
742,0,28,2,191864.51,1,1,0,108457.99
621,1,32,1,0.0,2,1,1,168779.47
653,1,46,0,119556.1,1,1,0,78250.13
529,1,35,5,0.0,2,1,1,187288.5
576,1,45,5,133618.01,1,0,0,135244.87
413,1,39,1,130969.77,2,1,1,158891.79
653,0,60,2,120731.39,4,1,1,138160.11
510,1,32,9,103324.78,1,1,1,46127.7
791,0,33,3,0.0,1,1,1,144413.92
581,1,39,1,121523.51,1,0,0,161655.55
458,0,43,1,106870.12,2,1,0,100564.37
489,0,51,3,0.0,2,0,1,174098.28
850,0,32,8,0.0,2,1,1,55593.8
759,1,40,4,0.0,2,1,0,124615.59
612,1,46,9,161450.03,1,1,1,96961.0
652,0,26,1,131908.35,1,1,1,179269.79
678,0,49,8,0.0,2,0,1,98090.69
767,0,34,8,0.0,2,1,0,94767.77
679,1,33,4,96110.22,1,1,0,1173.23
668,1,25,8,0.0,2,1,1,135112.09
769,0,40,9,133871.05,1,1,1,50568.02
487,0,31,1,0.0,2,1,0,158750.13
602,1,34,8,98382.72,1,1,0,39542.0
539,1,30,0,0.0,2,1,0,160979.66
728,0,28,4,142243.54,2,1,0,33074.51
611,1,34,4,0.0,2,1,0,170950.58
728,0,69,1,0.0,2,1,1,131804.86
687,1,44,8,95368.14,2,1,1,1787.85
576,1,30,7,132174.41,2,0,0,93767.03
724,0,37,10,68598.56,1,1,0,157862.82
669,0,38,9,121858.98,1,1,0,130755.34
751,0,48,9,0.0,1,1,0,137508.42
551,0,45,6,0.0,2,1,1,51143.43
541,1,29,7,127504.57,1,0,0,86173.92
613,0,45,9,142765.24,2,1,0,34749.65
736,1,29,4,0.0,2,0,0,51705.01
656,1,27,4,118627.16,2,1,1,160835.3
718,1,28,4,65643.3,1,1,0,28760.99
648,1,35,7,0.0,2,1,1,78436.36
524,1,52,2,87894.26,1,1,0,173899.42
815,0,56,3,0.0,3,1,1,94248.16
696,1,28,4,172646.82,1,1,1,116471.43
785,0,32,3,124493.03,2,0,1,52583.79
753,1,32,5,159904.79,1,1,0,148811.14
543,0,42,5,0.0,2,0,0,101905.34
597,0,53,4,88381.21,1,1,0,69384.71
802,1,38,7,0.0,2,0,1,57764.65
601,0,47,1,142802.02,1,1,1,57553.02
757,0,51,1,0.0,1,1,1,22835.13
640,1,63,2,68432.45,2,1,1,112503.24
625,0,38,7,0.0,1,1,0,164804.02
557,1,33,3,54503.55,1,1,1,371.05
540,1,39,1,82531.11,1,1,0,114092.52
812,0,24,1,92476.88,1,0,0,83247.14
626,1,27,4,115084.53,2,0,1,26907.43
810,0,38,9,153166.17,1,1,1,93261.69
503,0,36,9,0.0,2,1,1,16274.67
684,1,37,1,126817.13,2,1,1,29995.83
808,1,41,0,0.0,1,1,1,79888.78
597,0,29,1,132144.35,1,1,0,158086.33
571,1,38,1,121405.04,1,1,1,154844.22
692,0,36,3,79551.12,1,0,1,178267.07
528,1,29,3,102787.42,1,1,0,55972.56
544,0,64,3,124043.8,1,1,1,111402.97
588,1,30,3,115007.08,1,0,0,176858.5
715,0,35,4,40169.88,2,1,1,199857.47
619,1,29,5,0.0,2,1,0,194310.1
642,1,32,3,0.0,2,1,1,88698.83
563,1,33,8,0.0,2,0,1,68815.05
544,1,44,1,0.0,2,0,0,69244.24
569,0,44,4,0.0,2,0,0,134394.78
766,1,32,6,185714.28,1,1,1,102502.5
534,1,36,4,120037.96,1,1,0,36275.94
534,1,51,3,0.0,2,0,1,20856.31
637,1,28,3,123675.69,1,1,1,166458.41
623,1,44,1,83325.77,1,0,1,80828.78
608,0,38,9,102406.76,1,0,1,57600.66
684,1,39,4,207034.96,2,0,0,157694.76
709,1,26,6,156551.63,1,0,1,4410.77
736,1,46,5,130812.91,1,1,1,77981.54
437,1,49,9,111634.29,2,0,1,166440.32
798,1,34,9,154495.79,1,1,0,191395.88
835,1,35,6,127120.07,1,1,0,28707.69
692,1,45,6,142084.04,4,1,0,188305.85
705,1,34,7,117715.84,1,1,0,2498.67
682,1,37,5,0.0,2,0,1,112554.68
639,0,27,2,0.0,1,1,1,82938.99
571,1,37,9,139592.98,3,1,0,104152.65
585,0,67,5,113978.97,2,0,1,93146.11
675,1,34,8,0.0,2,1,1,184842.21
537,1,26,7,106397.75,1,0,0,103563.23
529,1,28,9,0.0,2,1,1,52545.24
738,0,57,9,148384.64,1,0,0,155047.11
754,1,35,4,0.0,2,1,1,9658.41
850,0,28,2,0.0,2,1,1,38773.74
579,1,43,2,145843.82,1,1,1,198402.37
752,0,36,2,119912.46,1,1,0,124354.92
745,0,44,0,119638.21,1,1,1,34265.08
680,1,35,9,0.0,2,0,0,143774.06
416,0,25,0,97738.97,2,1,1,160523.33
631,1,27,10,134169.62,1,1,1,176730.02
744,1,41,7,190409.34,2,1,1,138361.48
655,0,45,7,57327.04,1,0,1,47349.0
850,0,33,2,83415.04,1,0,1,74917.64
799,1,35,7,0.0,2,0,1,140780.8
762,0,35,3,119349.69,3,1,1,47114.18
631,1,55,9,99685.06,1,1,0,114474.98
678,0,38,2,0.0,2,0,0,115068.99
708,0,32,8,187487.63,1,1,1,120115.5
497,1,27,9,75263.16,1,1,1,164825.04
684,0,38,3,134168.5,3,1,0,3966.5
660,0,52,4,86891.84,1,1,0,90877.76
763,0,32,8,0.0,2,1,0,16725.53
765,1,45,2,91549.78,1,1,1,47139.44
820,1,39,9,111336.89,1,1,0,16770.31
645,0,29,4,0.0,2,1,1,74346.11
605,0,29,3,116805.82,1,0,0,4092.75
640,0,67,3,0.0,1,0,1,42964.63
532,0,39,0,0.0,2,1,0,94977.3
616,0,44,7,193213.02,2,1,1,137392.77
731,0,40,5,171325.98,1,1,1,159718.27
733,1,74,3,106545.53,1,1,1,134589.58
581,1,41,8,0.0,2,0,0,29737.14
768,1,25,6,0.0,2,1,1,21215.67
718,0,39,3,0.0,2,1,1,145355.11
580,0,42,2,123331.36,1,0,0,103516.08
846,0,37,6,127103.97,1,1,1,41516.44
657,0,37,2,0.0,2,1,1,7667.48
741,1,38,9,0.0,2,1,0,14379.01
717,0,25,7,108664.85,2,1,0,190011.85
594,1,18,1,132694.73,1,1,0,167689.56
637,0,48,7,130806.99,2,1,1,132005.85
639,0,50,6,115335.32,2,1,1,53130.41
577,0,30,8,92472.1,2,0,1,126434.61
837,1,31,9,104678.62,1,0,1,50972.6
719,1,50,2,0.0,2,0,0,10772.13
735,1,39,1,60374.98,1,1,0,40223.74
609,1,37,5,129312.79,1,1,1,26793.82
696,1,27,4,87637.26,2,0,0,196111.35
666,1,36,3,0.0,2,1,0,35156.54
529,0,31,2,164003.05,2,1,1,60993.23
687,0,36,5,0.0,1,1,0,17696.22
455,0,37,6,170057.62,1,0,1,54398.56
504,0,73,8,0.0,1,1,1,34595.58
678,1,30,0,0.0,1,1,0,35113.08
765,1,37,7,102708.77,1,1,0,9087.81
775,1,25,10,60205.2,2,1,0,14073.11
659,0,38,3,0.0,2,1,0,158553.1
792,0,28,4,130142.79,1,1,0,38190.78
779,0,42,5,0.0,2,0,0,25951.91
774,1,32,9,0.0,2,1,0,10604.48
788,0,33,5,0.0,2,0,0,116978.19
704,1,41,9,62078.21,2,1,0,129050.67
560,0,30,0,108883.29,1,1,0,27914.95
631,0,33,4,123246.7,1,0,0,112687.57
636,1,76,9,126534.6,1,1,1,39789.62
592,0,37,7,0.0,2,1,1,126726.33
675,1,36,7,89409.95,1,1,1,149399.7
567,0,46,1,68238.51,2,1,1,109572.58
540,0,35,7,128369.75,2,1,0,198256.15
751,1,30,3,165257.2,1,0,0,134822.05
477,1,22,5,82559.42,2,0,0,163112.9
608,1,26,1,106648.98,1,0,1,7063.6
770,0,68,2,183555.24,1,0,0,159557.28
695,1,45,9,43134.65,1,0,1,77330.35
631,1,36,1,0.0,2,0,0,133141.34
561,1,24,8,143656.55,1,0,1,180932.46
527,1,33,9,132168.28,1,0,0,98734.15
627,0,30,4,79871.02,2,1,0,129826.89
748,0,31,1,99557.94,1,1,0,199255.32
597,0,33,2,0.0,2,1,1,4700.66
526,0,32,6,131938.92,2,1,1,1795.93
747,1,61,7,155973.13,1,0,1,147554.26
778,1,40,8,104291.41,2,1,1,117507.11
673,0,35,6,0.0,2,1,0,98618.79
788,1,36,10,109632.85,1,1,1,16149.13
644,0,46,6,12459.19,1,0,0,156787.34
748,0,23,8,85600.08,1,0,0,134077.71
648,0,19,1,0.0,2,0,1,22101.86
750,0,38,7,97257.41,2,0,1,179883.04
746,1,24,3,137492.35,2,0,1,170142.09
763,1,31,7,143966.3,2,1,1,140262.96
593,1,44,5,0.0,1,1,0,128046.98
686,0,41,10,0.0,1,1,0,133086.45
627,0,41,6,0.0,3,1,1,138700.75
593,1,69,2,187013.13,2,0,1,105898.69
731,0,40,7,118991.79,1,1,1,156048.64
635,0,36,9,81231.85,2,1,0,196731.08
498,1,45,7,109200.74,2,0,1,165990.44
631,1,35,9,112392.45,2,1,0,24472.23
477,0,36,3,117700.86,1,0,0,74042.0
730,1,26,6,0.0,2,1,1,185808.7
635,1,29,1,0.0,1,0,1,24865.54
746,0,29,4,105599.67,1,1,1,43106.17
519,1,48,10,71083.98,1,1,0,137959.0
764,0,39,9,138341.51,1,1,0,50072.94
660,1,19,5,127649.64,1,1,1,40368.65
522,1,34,9,126436.29,1,1,0,174248.52
655,0,40,0,81954.6,1,1,1,198798.44
701,0,35,2,0.0,2,1,1,65765.22
589,0,46,10,0.0,2,0,1,168369.37
655,1,38,3,250898.09,3,0,1,81054.0
575,1,28,7,0.0,1,1,1,10666.05
779,0,40,2,75470.23,1,1,1,52894.01
688,0,34,9,91025.58,2,0,1,163783.0
658,1,32,8,0.0,1,1,1,80410.68
525,0,37,0,0.0,1,0,1,131521.72
576,1,46,4,137367.94,1,1,1,33450.11
754,1,35,6,98585.94,2,0,1,106116.84
581,1,49,10,0.0,2,0,0,41623.59
799,1,70,8,70416.75,1,1,1,36483.52
846,0,41,5,0.0,3,1,0,3440.47
542,0,26,2,0.0,2,1,1,54869.54
693,0,41,9,181461.48,3,1,1,187929.43
606,1,38,7,128578.52,1,1,1,193878.51
699,1,40,2,0.0,1,1,0,78387.32
690,1,36,10,0.0,2,1,0,55902.93
479,0,26,1,0.0,2,1,1,19116.97
586,0,35,7,164769.02,3,1,0,119814.25
681,1,42,3,118199.97,2,1,0,9452.88
737,0,22,10,111543.26,2,0,0,106327.85
692,0,36,3,0.0,2,1,1,8282.22
727,1,34,10,0.0,2,1,1,198637.34
768,0,40,8,0.0,2,0,1,69080.46
850,1,30,2,141040.01,1,1,1,5978.2
648,0,56,6,157559.59,2,1,0,140991.23
511,0,57,8,122950.31,1,1,1,181258.76
814,0,48,7,0.0,2,1,1,132870.15
492,1,35,4,141359.37,2,1,0,39519.53
454,0,50,10,92895.56,1,1,0,154344.0
667,0,44,5,140406.68,2,0,1,57164.19
756,1,32,0,109528.16,2,1,1,56176.31
716,0,44,3,109528.28,1,1,0,27341.63
846,0,38,5,0.0,1,1,1,187616.16
747,1,38,2,129728.6,1,1,0,89289.54
850,1,22,2,0.0,2,1,1,9684.52
850,1,41,1,176958.46,2,0,1,125806.3
628,1,29,3,113146.98,2,0,1,124749.08
797,0,33,10,83555.58,1,0,0,69767.14
759,1,41,9,0.0,2,0,1,190294.12
650,0,64,7,142028.36,1,1,0,32275.09
504,0,46,2,163764.84,1,1,1,165122.55
801,1,38,5,0.0,2,1,0,66256.27
645,1,19,9,128514.84,1,0,0,175969.19
683,1,30,4,66190.33,1,1,1,115186.97
527,1,47,1,0.0,1,1,0,21312.16
757,1,31,8,149085.9,2,1,1,197077.36
591,1,30,8,124857.69,2,0,0,50485.7
664,1,57,6,0.0,2,1,1,15304.08
678,1,55,4,129646.91,1,1,1,184125.1
717,0,36,2,164557.95,1,0,1,82336.73
730,0,43,1,103960.38,1,1,1,193650.16
557,0,28,7,146445.24,2,1,0,184317.74
633,1,43,3,144164.29,1,1,1,158646.46
756,1,62,3,0.0,1,1,1,11199.04
702,1,40,3,148556.74,1,0,1,146056.29
602,1,35,8,0.0,1,1,1,22499.29
699,1,32,3,0.0,2,1,1,170770.44
650,0,43,6,0.0,2,1,1,16301.91
845,0,52,0,0.0,1,1,0,31726.76
597,1,44,8,78128.13,2,0,1,109153.04
737,0,45,2,0.0,2,0,1,177695.67
530,1,33,9,75242.28,1,0,1,101694.67
779,1,49,9,106160.37,1,0,0,116893.87
561,1,37,5,0.0,2,1,0,83093.25
574,1,33,8,100267.03,1,1,0,103006.27
583,0,42,4,0.0,2,1,0,17439.66
598,0,27,10,171283.91,1,1,1,84136.12
803,0,37,1,0.0,2,0,0,7455.2
667,1,31,5,0.0,2,1,1,20346.69
376,0,46,6,0.0,1,1,0,157333.69
809,1,50,10,118098.62,1,1,1,100720.02
696,0,35,4,174902.26,1,1,0,69079.85
472,1,19,9,0.0,2,1,0,3453.4
555,0,27,8,102000.17,1,1,1,116757.0
505,1,43,6,127146.68,1,0,0,137565.87
728,1,45,3,108924.33,2,1,0,84300.4
571,1,49,4,180614.04,1,0,0,523.0
732,0,40,10,0.0,2,1,0,154189.08
628,0,30,9,132351.29,2,1,1,74169.13
731,1,25,8,96950.21,1,1,0,97877.92
637,0,33,7,103377.81,1,1,0,84419.78
680,0,51,5,143139.87,1,0,0,47795.43
782,1,35,7,98556.89,2,1,0,117644.36
663,1,33,5,157274.36,2,1,1,28531.81
645,0,48,7,90612.34,1,1,1,149139.13
730,0,34,5,74197.38,2,1,0,96875.52
850,0,39,0,104386.53,1,1,0,105886.77
588,1,31,4,99607.37,2,0,1,35877.03
490,1,39,1,0.0,3,1,0,171060.01
809,0,39,5,0.0,1,1,0,77705.75
844,1,56,5,99529.7,1,0,1,157230.06
641,0,52,4,0.0,1,1,0,90964.54
615,0,44,9,126104.98,2,0,1,110718.02
676,0,41,4,101457.14,1,1,1,79101.67
495,0,42,7,0.0,2,0,0,130404.53
534,1,29,7,174851.9,1,1,1,79178.31
548,1,44,8,0.0,1,1,0,16989.77
499,0,44,6,77627.33,2,1,0,108222.68
727,0,31,3,82729.47,2,1,0,60212.51
632,1,38,4,0.0,2,0,0,192505.62
648,1,34,3,95039.73,2,1,1,147055.87
710,1,43,9,128284.45,1,1,0,32996.89
826,0,49,0,0.0,1,0,0,178709.98
651,0,39,8,0.0,1,1,0,137452.57
587,0,35,3,83286.56,1,1,0,125553.52
588,0,24,0,0.0,2,1,1,140586.08
596,1,32,4,0.0,2,0,1,146504.35
770,0,33,6,0.0,2,1,1,126131.9
706,0,48,10,104478.12,3,0,1,158248.71
543,0,46,5,140355.6,1,1,1,85086.78
627,1,62,3,143426.34,2,1,1,143104.3
727,1,61,0,128213.96,2,1,1,188729.08
799,0,32,3,106045.92,2,1,1,17938.0
850,0,34,2,0.0,2,1,1,171706.66
603,1,57,6,105000.85,2,1,1,87412.24
625,0,49,4,128504.76,1,1,0,126812.63
754,0,47,1,185513.67,1,1,0,27438.83
598,1,41,3,91536.93,1,1,0,191468.78
430,1,49,3,137115.16,1,1,0,146516.86
700,1,47,4,0.0,1,1,0,121798.52
752,1,30,4,81523.38,1,1,1,36885.85
651,1,45,4,0.0,2,0,0,193009.21
547,0,22,7,141287.15,1,1,0,118142.79
535,1,33,2,133040.32,1,1,1,110299.78
762,0,44,7,159316.64,1,0,0,24780.13
587,0,36,1,70784.27,1,1,0,30579.82
722,1,46,6,0.0,1,1,1,93917.68
850,0,34,3,129668.43,2,1,1,88743.99
686,0,27,1,115095.88,2,0,0,78622.46
656,1,46,9,143267.14,2,0,0,193099.43
699,0,49,2,0.0,1,0,0,105760.01
737,1,36,9,0.0,1,0,1,188670.9
498,1,34,2,0.0,2,1,1,148528.24
705,1,33,7,68423.89,1,1,1,64872.55
618,0,37,5,96652.86,1,1,0,98686.4
608,1,34,7,86656.13,1,0,1,59890.29
644,1,33,9,141234.98,1,1,0,95673.05
520,1,34,8,120018.86,2,1,1,343.38
683,1,38,3,126152.84,1,0,0,15378.75
670,0,32,3,0.0,2,1,0,46175.7
850,1,28,8,67639.56,2,1,1,194245.29
767,0,44,2,152509.25,1,1,1,136915.15
549,1,25,6,193858.2,1,0,1,21600.11
776,0,29,5,0.0,2,1,1,143301.49
645,1,49,2,0.0,2,0,0,10023.15
651,0,32,8,144581.96,1,1,1,87609.5
811,0,28,4,167738.82,2,1,1,9903.42
724,1,31,2,160997.54,2,0,1,64831.36
850,1,30,9,121535.18,1,0,0,40313.47
798,0,39,6,119787.76,1,1,1,164248.33
537,1,28,0,88963.31,2,1,1,189839.93
717,1,42,5,0.0,2,1,0,172665.21
753,1,57,7,0.0,1,1,0,159475.08
593,1,31,8,112713.34,1,1,1,176868.89
710,1,37,6,135795.63,1,0,1,46523.6
647,0,40,9,0.0,2,0,1,92357.21
521,1,43,8,0.0,1,1,1,93180.09
850,0,28,9,0.0,2,1,0,185821.41
505,1,43,5,136855.94,2,1,0,171070.52
556,1,37,9,145018.64,2,1,0,90928.02
769,0,27,2,0.0,1,1,1,57876.05
502,0,57,3,101465.31,1,1,0,43568.31
716,1,50,2,119655.77,1,1,1,12944.17
593,0,32,9,134096.53,2,1,0,53931.05
678,0,27,5,87099.85,2,1,0,149550.95
680,1,32,5,92961.61,1,1,0,116957.6
661,0,31,3,133964.3,1,1,1,166187.1
787,0,35,1,106266.8,1,1,1,16607.15
712,1,27,10,0.0,1,1,0,94544.88
737,1,41,1,101960.74,1,1,1,123547.28
584,0,48,2,213146.2,1,1,0,75161.25
627,1,33,5,0.0,2,1,1,103737.82
850,0,29,10,0.0,2,1,1,94815.04
595,0,45,9,106000.12,1,0,0,191448.96
492,0,30,10,77168.87,2,0,1,146700.22
587,1,47,6,71026.77,1,1,0,57962.41
750,0,33,3,161801.47,1,0,1,153288.97
849,1,27,0,0.0,2,0,1,157891.86
678,0,60,10,117738.81,1,1,0,147489.76
778,0,65,7,0.0,1,1,1,77867.23
655,1,34,7,118028.35,1,1,0,51226.32
639,1,34,5,139393.19,2,0,0,33950.08
599,0,39,4,0.0,1,1,0,194273.2
602,1,32,7,184715.86,2,1,0,113781.99
563,1,35,3,106250.72,1,0,0,39546.32
679,1,40,1,0.0,1,1,1,16897.19
582,1,35,8,121309.17,2,1,1,28750.67
564,0,44,3,111760.4,3,1,1,104722.47
655,0,56,5,0.0,2,1,1,41782.7
699,1,36,2,123601.56,2,1,0,103557.85
673,0,32,0,0.0,1,1,1,72873.33
653,1,30,4,0.0,2,1,0,120736.04
627,0,35,7,0.0,2,0,1,193022.44
743,1,23,3,110203.77,1,1,0,95583.45
470,1,30,3,101140.76,1,1,1,50906.65
781,1,35,1,0.0,2,0,0,42117.9
706,1,35,5,0.0,2,1,1,81718.37
683,1,40,4,95053.1,1,1,1,116816.54
679,0,36,3,0.0,2,1,1,2243.41
726,1,34,3,0.0,2,1,0,196288.46
636,0,35,2,0.0,2,1,1,23129.46
702,0,46,9,98444.19,1,0,1,109563.28
850,1,46,9,117640.39,1,1,0,88920.68
678,1,36,0,107379.68,1,1,1,84460.18
652,0,37,4,0.0,2,1,0,143393.24
792,1,36,5,92140.15,1,0,1,67468.67
746,0,24,4,0.0,1,0,1,94105.0
643,0,31,3,167949.48,1,1,0,143162.34
684,0,48,10,126384.42,1,1,1,198129.36
678,1,28,2,109137.12,1,1,1,58814.41
762,1,20,1,139432.55,1,1,1,85606.83
661,1,35,2,117212.18,1,1,1,83052.03
773,1,43,8,81844.91,2,1,1,35908.46
570,1,23,2,0.0,1,0,0,198830.98
446,0,39,1,90217.07,1,1,0,191350.48
586,0,56,9,100781.75,2,1,1,54448.41
577,0,44,8,115557.0,1,0,1,127506.76
604,1,36,6,116229.85,2,1,1,79633.38
670,0,45,5,47884.92,1,1,1,54340.24
850,1,29,1,154640.41,1,1,1,164039.51
599,1,46,9,123444.72,1,1,1,31368.08
713,0,39,10,0.0,2,1,1,126263.97
681,1,23,7,157761.56,1,0,0,147759.84
628,0,38,3,0.0,2,1,1,48924.73
758,0,33,7,0.0,1,1,0,188156.34
633,1,37,2,0.0,2,1,0,182258.17
667,0,33,4,127076.68,2,1,0,69011.66
552,1,49,4,0.0,1,1,1,190296.76
734,0,39,3,92636.96,2,1,1,125671.29
707,1,43,10,0.0,2,1,0,118368.2
537,1,38,3,0.0,2,0,0,141023.01
534,0,34,7,121551.58,2,1,1,70179.0
578,1,40,6,63609.92,1,0,0,74965.61
517,0,29,5,0.0,2,1,0,103402.88
850,1,66,4,0.0,2,0,1,64350.8
660,0,40,8,167181.01,1,1,1,185156.94
749,0,43,1,124209.02,1,1,1,167179.48
602,0,22,7,141604.76,1,1,0,30379.6
674,0,38,10,83727.68,1,1,0,45418.12
658,1,25,3,0.0,2,0,1,173948.4
517,1,37,5,113308.84,1,0,1,31517.16
749,1,37,10,185063.7,2,1,1,134526.87
721,1,40,9,118129.87,1,1,1,160277.65
764,0,24,7,106234.02,1,0,0,115676.38
667,1,32,0,103846.65,1,1,0,20560.69
767,0,35,6,115576.44,1,0,1,27922.45
699,1,22,9,99339.0,1,1,0,68297.61
725,1,45,8,116917.07,1,0,0,173464.43
668,0,39,0,122104.79,1,1,0,112946.67
722,1,40,6,0.0,2,1,1,111893.09
546,1,34,4,165363.31,2,1,1,25744.13
701,1,23,5,186101.18,2,1,1,76611.33
542,1,43,6,113567.94,1,1,0,89543.25
616,0,57,7,116936.81,1,1,1,104379.36
731,1,31,1,132512.26,1,1,1,185466.85
632,0,32,1,0.0,2,1,0,19525.65
556,1,38,2,114756.14,1,1,0,193214.05
570,1,32,9,117337.54,2,0,1,62810.91
756,1,27,1,131899.0,1,1,0,93302.29
633,1,29,6,117412.35,1,0,0,30338.94
738,0,38,7,0.0,2,0,0,69227.42
505,0,37,10,122453.97,2,1,1,52693.99
657,1,32,3,118829.03,2,1,1,73127.61
738,1,35,5,161274.05,2,1,0,181429.87
513,1,39,7,89039.9,2,1,1,146738.83
773,0,36,4,105858.71,1,0,1,4395.45
652,0,47,0,126597.89,2,1,1,38798.79
847,1,31,5,0.0,2,1,1,76326.67
822,1,50,7,0.0,2,1,1,10062.8
850,0,41,3,99945.93,2,1,0,71179.31
727,1,21,8,153344.72,1,1,1,163295.87
602,0,48,7,76595.08,2,0,0,127095.14
811,0,35,7,0.0,1,1,1,178.19
728,1,39,6,152182.83,1,0,0,161203.6
573,1,44,8,0.0,2,0,0,62424.46
850,0,27,8,111837.78,2,1,1,110805.79
516,0,33,7,127305.5,1,1,1,120037.36
617,1,40,5,190008.32,2,1,1,107047.92
840,0,39,1,94968.97,1,1,0,84487.62
681,1,49,8,142946.18,1,0,0,187280.51
542,1,25,8,139330.1,1,0,0,54372.37
719,0,42,4,0.0,1,1,0,28465.86
694,1,34,5,127900.03,1,1,0,101737.8
510,1,44,6,0.0,2,1,1,175518.31
645,1,38,1,68079.8,1,0,1,166264.89
683,0,42,8,0.0,2,0,1,198134.9
621,0,30,2,101014.08,2,1,1,165257.31
755,0,30,6,154221.37,2,0,1,62688.55
771,0,41,10,108309.0,4,1,1,137510.41
665,0,23,9,143672.9,1,1,1,115147.33
676,0,34,4,89437.03,1,1,1,189540.95
418,1,28,7,98738.92,1,1,0,122190.22
660,1,40,5,131754.11,2,1,1,38761.61
612,0,35,3,0.0,1,1,1,48108.72
716,0,18,3,128743.8,1,0,0,197322.13
721,1,42,4,102936.72,1,0,0,1187.88
562,0,39,6,130565.02,1,1,0,9854.72
619,1,23,5,132725.1,1,1,1,143913.33
850,0,32,5,106290.64,1,1,0,121982.73
670,1,40,2,164948.98,3,0,0,177028.0
715,1,37,9,165252.52,1,1,0,85286.3
618,0,31,4,0.0,2,1,0,29176.04
571,0,34,1,101736.66,1,0,1,195651.66
700,0,39,5,144550.83,2,1,1,189664.43
600,0,49,6,0.0,1,0,1,148087.88
714,1,45,8,150900.29,2,0,1,139889.15
601,1,28,6,0.0,2,1,0,14665.28
717,0,33,10,102185.42,2,1,0,23231.93
673,0,77,10,76510.52,2,0,1,59595.66
770,1,31,3,155047.56,2,1,1,186064.34
655,1,44,8,87471.63,1,0,1,188593.98
443,1,50,3,117206.3,1,1,0,42840.18
662,1,33,0,103471.52,1,1,1,162703.0
828,1,47,1,109876.82,2,1,0,83611.45
587,1,39,10,0.0,2,1,1,170409.45
527,0,29,2,27755.97,1,1,0,97468.44
572,1,37,1,133043.66,1,0,0,111243.09
621,0,50,5,0.0,2,1,0,191756.54
636,1,31,6,0.0,2,1,1,2382.61
764,0,48,1,75990.97,1,1,0,158323.81
603,0,35,9,145623.36,1,1,0,163181.62
